1,Should I Get Bings,-0.2,0.7999999999999999
2,Which TV Female Friend Group Do You Belong In,0e+00,1.0
3,"The New ""Star Wars: The Force Awakens"" Trailer Is Here To Give You Chills",0e+00,0.4500000000000002
4,"This Vine Of New York On ""Celebrity Big Brother"" Is Fucking Perfect",0e+00,0.6000000000000001
5,A Couple Did A Stunning Photo Shoot With Their Baby After Learning She Had An Inoperable Brain Tumor,0.8,0.45
6,How To Flirt With Queer Girls Without Making A Total Fool Of Yourself,-0.5,0.7999999999999999
7,32 Cute Things To Distract From Your Awkward Thanksgiving,0.8,0.44999999999999996
8,If Disney Princesses Were From Florida,-0.2,0.7999999999999999
9,What's A Quote Or Lyric That Best Describes Your Depression,-0.5,1
10,"Natalie Dormer And Sam Claflin Play A Game To See How They'd Actually Last In ""The Hunger Games""",0e+00,0.6499999999999999
11,16 Perfect Responses To The Indian Patriarchy,0.8,0.14999999999999986
12,"21 Times I Died During The ""Captain America: Civil War"" Teaser",0e+00,0.3000000000000001
13,17 Times Kourtney Kardashian Shut Down Her Own Family,-0.2,0.14999999999999986
14,Does Coffee Make You Poop,0e+00,0.44999999999999996
15,Who Is Your Celebrity Ex Based On Your Zodiac,0e+00,1
16,17 Hairdresser Struggles Every Black Girl Knows To Be True,0.1,0.44999999999999996
17,Are You More Walter White Or Heisenberg,0e+00,0.4500000000000002
18,The Most Canadian Groom Ever Left His Wedding To Plow Out His Guests In A Snow Storm,0.2,0
19,Here's One Really Weird Thing About Butterfree,0e+00,0.44999999999999996
20,15 Resolutions To Make Good On In 2016,0.1,0.14999999999999997
21,What New Thing Should You Try In 2016,0e+00,1
22,Zoo Animals Around The World Are Opening Their Christmas Presents Early,0e+00,0.44999999999999996
23,Tell Us About Yourself(ie): Erica Ash,0e+00,0.44999999999999996
24,9 Times I Cried,0.1,0.44999999999999996
25,21 Vegetarian Dump Dinners For The Crock Pot,0e+00,0.4500000000000002
26,This Goat Has Been Bullying His Tiger Friend,0e+00,0.44999999999999984
27,"8 Fall Shows To Be Excited About, 10 To Give A Chance, And 6 To Avoid",-0.4,0.49999999999999994
28,"Another Round, Episode 25: Stop Telling Women To Smile",-0.3,0.22500000000000014
29,16 Signs You Are Too Stubborn To Live,-0.3,0.44999999999999996
30,This Country Singer Makes Music On His Game Boy In His Spare Time,0.7,0.44999999999999996
31,When You Realize Every Guy Is Taken,0e+00,0.44999999999999996
32,"An Awesome Look At The Behind-The-Scenes Concept Art Of ""Aladdin""",0.2,0.44999999999999996
33,"Sarah Jessica Parker Talks Being A Carrie, ""Hocus Pocus,"" And Her Love Of New York",0.5,0.3
34,Which Type Of Swearer Are You,0e+00,1.0
35,A Dad Recorded All The Adorable Questions His Son Asked When Watching Star Wars For The First Time,0.5,0.3000000000000001
36,"29 Impossibly Stylish Cat Gifts, In Order Of Awesomeness",0.6,0.7999999999999997
37,13 Of The Most Glorious Made-Up Words From Literature,0e+00,0.14999999999999974
38,We Pranked A Bunch Of People By Dropping An iPhone In Front Of Them,0e+00,0.2999999999999999
39,23 Flaws Every Sneakerhead Has,0e+00,0.44999999999999996
40,We Know Your Zodiac Sign Based On Which Cat You Choose,0.1,1
41,"Grimes On Her New Album And The Heartbreaking Inspiration Behind ""Oblivion""",0.3,0.44999999999999996
42,This Instagram Account Is Recreating 2015's Greatest Hits With Barbies,0e+00,0.15000000000000008
43,The 22 Best Adele Memes,0.9,0.44999999999999996
44,17 Pictures Hot People Will Never Understand,0.1,0.44999999999999996
45,How Badly Are You Taking The One Direction Hiatus,-0.3,0.7999999999999999
46,We Know What You Want For Christmas Based On Your Zodiac Sign,0.4,1
47,Guys Try Pinterest Leaf Hacks,0.5,0.4500000000000002
48,22 Tips For Hiking With Kids That Every Parent Should Know,0.3,0.5750000000000002
49,The Scariest Halloween Candy Taste Test,0.1,0.44999999999999996
50,This Dog Begging For His Human's Forgiveness Is The Cutest Thing You'll See Today,0.1,0.44999999999999996
51,Here's 100 Years Of Bollywood Cinema In Under Four Minutes,0e+00,0.44999999999999996
52,Ed Westwick Showed Up To An Emmys Party Looking Like The Chuck Bass Of Your Dreams,0.6,0.6499999999999999
53,What Is Your Favorite Activity When Visiting Family,0.6,0.7999999999999999
54,Take This Color Test To See How Far You'd Go For Love,0e+00,0.7999999999999997
55,Are You Brave Enough To Date A Werewolf,-0.3,0.44999999999999996
56,18 Things Everyone Who Hates PDA Will Understand,0.1,0.29999999999999977
57,27 Things That Always Happen In The Office During Christmas,0.1,0.40499999999999997
58,How Many Of These SpongeBob Faces Do You Recognize,-0.1,0.7999999999999999
59,Which Golden Globe Reaction Face Are You Based On Your Zodiac Sign,0e+00,1
60,25 Reasons A Trip To Costa Rica Could Actually Change Your Life,0e+00,0.4249999999999997
61,Literally Just 46 Photos Of Scotland Looking Sexy As Hell,-0.1,0.44999999999999996
62,58 Things That Mildly Annoy Anyone Who Lives With Someone Messy,-0.3,0.044999999999999984
63,17 Places All Music Lovers Should Go In London,0.1,0.8449999999999999
64,"Do You Know The Lyrics To ""Hotline Bling"" By Drake",0e+00,0.45000000000000007
65,Which Weasley Should Be Your Best Friend,0.1,1
66,29 Books Every '90s Kid Will Immediately Recognize,0.2,0.44999999999999996
67,This Organisation Is Trying To Launch India's First Transgender Model Agency,0e+00,0.4650000000000001
68,Request Timeout,0e+00,0.44999999999999996
69,"Issa Rae's ""Insecure"" Is Coming To HBO At Long Last",0.1,0.44999999999999973
70,"How Well Do You Know ""Pretty Little Liars""",0e+00,0.7999999999999999
71,You've Been Using Your Rice Cooker Wrong The Entire Time,-0.8,0.44999999999999996
72,No Actors Of Color Were Nominated For An Oscar This Year And People Are Pissed,0e+00,0.45
73,This Guy Totally Nailed What A Modern Day Aladdin Would Look Like,0.7,0.8000000000000002
74,18 Easy And Delicious One-Pan Breakfasts,0.9,0.44999999999999996
75,We Tried Out Magic Wands And Here's What Happened,-0.6,0.7999999999999999
76,Charli XCX Looked Like A Space Dominatrix At The MTV EMAs,-0.3,0.45000000000000007
77,If The Avengers Looked Like They Originally Did In The Comics,-0.1,0.7999999999999998
78,13 Reasons Urinals Are The Worst Human Invention Of All Time,0e+00,0.21000000000000013
79,Will You Get A Free Car From Oprah Or A Free Tub Of Vaseline From Tyra,0e+00,0.3
80,28 Of The Most Canadian Crimes Ever Committed,0.2,0.44999999999999996
81,19 Beautiful Places In Scotland That Give People All The Feels,0.8,0.35
82,Here's How To Actually Get Rid Of Acne All Over Your Body,0e+00,0.7999999999999999
83,This 24-Year-Old Guy Got Drunk And Accidentally Booked An Insane Vacation,0.1,0.44999999999999996
84,I Asked Guys If They Were Going To Buy Leona Lewis's Exclusive Grindr Album,-0.2,0.8449999999999998
85,24 Delicious Thanksgiving Desserts That Aren't Pie,0.8,0.4500000000000002
86,Country Star Jason Aldean Wore Blackface On Halloween To Dress Up As Lil Wayne,0.1,0.3749999999999997
87,17 Times College Literally Sucked The Life Out Of You,0.1,0.7999999999999999
88,"The Hardest ""America's Next Top Model"" Quiz You'll Take Today",0e+00,0.4949999999999998
89,This Color Test Will Determine How You Like To Masturbate,0.2,0.7999999999999999
90,42 Of The Most Romantic Lines From YA Literature,0e+00,0.44999999999999996
91,"This Reporter Responded To A Vulgar Comment With An Awesome ""Your Mama"" Joke",0.7,0.3
92,22 People Who Were Just Smooth AF,0e+00,0.4500000000000002
93,Are You Bart Or Lisa,-0.1,0.44999999999999996
94,Which Zodiac Sign Are You Most Compatible With,0.4,1.0
95,"How Well Do You Remember ""The Vampire Diaries"" Murder House Party",0.2,0.7999999999999999
96,"How Well Do You Remember ""Sabrina, The Teenage Witch""",0.1,0.7999999999999999
97,12 Signs You Grew Up In San Francisco,0e+00,0.44999999999999996
98,What You Say To Someone With Chronic Pain And What They Hear,-0.3,0.7999999999999999
99,23 Totally Amazing BodyCon Looks You'll Wanna Rock This Fall,-0.1,0.44999999999999996
100,There's An Amazing New Beauty Box Catering To Women Of Color,0e+00,0.44999999999999996
101,We Taught These Grandmas How To Do The Nae Nae And It Was Cute AF,0.3,0.8000000000000002
102,17 Perfect Products For Embracing Your Inner Kanye,0.9,0.44999999999999973
103,"Here's How To Draw A Hand, Maybe",0e+00,0.7999999999999999
104,Can You Identify These Movies Based On The Main Character's BFF,0e+00,1
105,21 Tweets That Prove Your Brain Can Be A Real Dick Sometimes,0.3,0.16499999999999976
106,Which Badass Lady Should Be Your Valentine Based On One Question,0e+00,1
107,Anna Camp And Skylar Astin Are Engaged So Everything Is Finally Right In The World,0e+00,0.44999999999999996
108,People Are Pretending To Faint In Front Of Their Dogs To See How They React,-0.1,0.7999999999999998
109,Are These Smiths Lyrics Real Or Fake,-0.7,0.44999999999999996
110,Do You Have ESP,0e+00,0.44999999999999996
111,We Can Tell You Who You Should Date With Just Four Questions About Biryani,0e+00,0.7999999999999999
112,21 Tweets About Having Braces That Are Way Too Real,-0.1,0.19500000000000012
113,A Dad Surprised His Kids With His Military Homecoming By Dressing Up As A Gift From Their Elf,0.6,0.41000000000000003
114,Be Honest: Would You Hit That,0.1,0.44999999999999996
115,We Know What You Play In Your Private Sessions,0.3,0.7999999999999999
116,18 Posts That Prove Coconut Oil Is The Answer To All Your Problems,0e+00,0
117,19 Items Anyone Who Loves Burgers Needs To Own,0e+00,5.551115123125783e-17
118,20 Confessions From People Who Are Slightly Obsessed With Outer Space,0e+00,0.19500000000000012
119,21 Things All Vegetarian Couples Just Get,0.4,0.4500000000000002
120,"Will Ferrell Is The New, Badass Santa",0.2,0.4500000000000002
121,Mark Ruffalo Posted A Shirtless Pic Promoting Breast Cancer Awareness For Men,0.2,0.44999999999999984
122,Nobody Likes Hand Jobs,-0.5,0.44999999999999973
123,Are You More Pinky Or The Brain,-0.1,0.44999999999999996
124,"No Additional Episodes Of ""Making A Murderer"" Have Been Made Yet",-0.3,0.4500000000000002
125,15 Times Priyanka Chopra Goddamn Owned 2015,0.1,0
126,25 Of The Best Tumblr Memes Of 2015,0.8,0
127,27 Pictures That Are Way Too Real If You Have A Four-Person Family,0e+00,0.1849999999999999
128,17 People Who Slayed The Eyeshadow Game,0e+00,0.44999999999999973
129,23 Things You Probably Shouldn't Say To Someone With Depression,-0.8,0.5149999999999997
130,Someone Illustrated Leslie Knope's Compliments And They're Pretty Damn Cool,0.5,0.3900000000000002
131,People Don't Know Who David Bowie Is And We're Here To Clear That Up,-0.1,0.4500000000000002
132,Gay Drama Teacher Responds Perfectly After A Mother Pulls Her Kids From His Class,0.8,0.21000000000000013
133,The 21 Best Server Memes On The Internet,0.8,0
134,Try And Guess What Chips These Were Before We Smashed Them,-0.2,1
135,How Good At Spelling Are You Actually,0.5,0.7999999999999999
136,Would You Be Friends With Blair Or Serena,0e+00,0.44999999999999996
137,For Anyone Too Tired To Go Out On The Weekend,0e+00,0.44999999999999973
138,What People Who Go To Therapy Want You To Know,-0.1,0.7999999999999999
139,"Here's A Photo Of Buff John Krasinski In ""13 Hours"" And It's Hard To Handle",0e+00,0.17999999999999988
140,What Obscure Thing Should You Make Sexy For Halloween,0e+00,1
141,18 Very Sweary British Words You Need To Use Right Now,0e+00,0.44999999999999996
142,14 Rare Photos Of Albert Einstein That You've Probably Never Seen Before,0.1,0.4500000000000002
143,"12 Reasons Kendrick Sampson From ""HTGAWM"" Is The Ultimate Bae",0e+00,0.22500000000000014
144,11 Struggles Women Understand Too Well,0.7,0.44999999999999996
145,"Mumbai Is Sending Powerful Messages Of Love, Support, And Solidarity For Paris",0.6,0
146,17 Thoughts We All Had While Stalking Our Exes On Facebook,0e+00,0.19499999999999978
147,"I'm An Immigrant, But I'm Not",-0.1,0.44999999999999996
148,This Guy's Cheese Vine Perfectly Sums Up How Silly The Daily Mail Is,0e+00,0.7999999999999999
149,We Reenacted What Kids Said About Black Leaders And It's Amazing,0.9,0.7999999999999999
150,10 Movies With A Shit-Ton Of Lesbian Subtext,0.1,0.44999999999999996
151,17 Books That Perfectly Capture The Immigrant Experience,0.6,0.46499999999999986
152,Beans Memes Is The Only Twitter Account That Actually Matters,-0.1,0.4499999999999999
153,13 Confessions About Masturbation That'll Make You Go WTF,0.1,0.44999999999999996
154,"The Secondary Characters Of ""Friends,"" Then Vs. Now",0e+00,0.47999999999999987
155,Do You Belong In London Or San Francisco,-0.1,0.44999999999999996
156,24 Potato Recipes That Should Be Illegal,0e+00,0.7999999999999999
157,11 Charts And Graphs Every James Bond Fan Will Get,0.2,0.19500000000000012
158,"How Well Do You Know Season One Of ""Buffy""",0.1,0.49999999999999994
159,Only True New Jerseyans Will Ace This Quiz,0.1,0.44999999999999996
160,These DIY Oreo Churros Are Next-Level Glorious,0.5,0.44999999999999996
161,19 Gifts Every Classical Music Nerd Will Love,0.1,0.7999999999999999
162,24 Hilarious Tweets Every Book Lover Will Appreciate,0.8,0.44999999999999996
163,Which Christmas Movie Should You Watch Right Now,0.3,1
164,"How Well Do You Remember Season 5 Of ""The Walking Dead""",0.2,0.6499999999999999
165,15 Times The Try Guys Went A Little Too Far In 2015,0e+00,0
166,25 Things You Should Never Say To Someone With Big Boobs,-0.6,0.5149999999999997
167,"If ""Netflix And Chill"" Were Honest",-0.1,0.7999999999999999
168,"This Wounded Veteran's Service Dog Was His Best Man, And It'll Make You Bawl",0.8,0.29999999999999977
169,"These Youth Football Players Quit Their Game To Do The ""Whip/Nae Nae""",-0.5,0.45000000000000007
170,Here's How To Make The Only Birthday Cake You'll Ever Need,0.6,0.7999999999999999
171,These BFFs Are Slaying Internet Fashion,-0.1,0.44999999999999996
172,"Dear World, A Word Of Advice From India: Your Butts Are Dirty",0e+00,0
173,Would You Pass Environmental Science Now,0e+00,0.44999999999999996
174,25 Things You'll Only Get If You're Obsessed With Baths,0.2,0.7999999999999998
175,Amber Rose Had A Lot To Say About Kanye After Their Twitter War,0e+00,0.2999999999999999
176,"23 Important Life Lessons ""The Hunger Games"" Have Taught Us",0.1,0.7999999999999998
177,15 Game-Changing Eyeliner Charts If You Suck At Makeup,0.1,0.7999999999999999
178,17 Beauty Hacks You Should Try In 2016,0.3,0.49999999999999994
179,17 Things Only Women Who Aren't That Into Makeup Will Understand,-0.2,0.06
